category,title,slug,material_type,status,priority,official_title_or_number,source_url,notes
Ligje për Institucionet dhe Administratën,Ligji për Gjykatat,ligji-per-gjykatat,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Gjykatat&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Këshillin Gjyqësor të Kosovës,ligji-per-keshillin-gjyqesor-te-kosoves,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20K%C3%ABshillin%20Gjyq%C3%ABsor%20t%C3%AB%20Kosov%C3%ABs&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Këshillin Prokurorial të Kosovës,ligji-per-keshillin-prokurorial-te-kosoves,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20K%C3%ABshillin%20Prokurorial%20t%C3%AB%20Kosov%C3%ABs&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Prokurorinë e Shtetit,ligji-per-prokurorine-e-shtetit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Prokurorin%C3%AB%20e%20Shtetit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Avokatin e Popullit (Ombudsperson),ligji-per-avokatin-e-popullit-ombudsperson,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Avokatin%20e%20Popullit%20%28Ombudsperson%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Vetëqeverisjen Lokale,ligji-per-veteqeverisjen-lokale,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Vet%C3%ABqeverisjen%20Lokale&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Kuvendin e Komunave,ligji-per-kuvendin-e-komunave,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Kuvendin%20e%20Komunave&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Financimin e Vetëqeverisjes Lokale,ligji-per-financimin-e-veteqeverisjes-lokale,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Financimin%20e%20Vet%C3%ABqeverisjes%20Lokale&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Zgjedhjet e Përgjithshme,ligji-per-zgjedhjet-e-pergjithshme,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Zgjedhjet%20e%20P%C3%ABrgjithshme&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Zgjedhjet Lokale,ligji-per-zgjedhjet-lokale,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Zgjedhjet%20Lokale&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Partitë Politike,ligji-per-partite-politike,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Partit%C3%AB%20Politike&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Financimin e Subjekteve Politike,ligji-per-financimin-e-subjekteve-politike,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Financimin%20e%20Subjekteve%20Politike&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Komisionin Qendror të Zgjedhjeve (KQZ),ligji-per-komisionin-qendror-te-zgjedhjeve-kqz,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Komisionin%20Qendror%20t%C3%AB%20Zgjedhjeve%20%28KQZ%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Policinë,ligji-per-policine,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Policin%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Inspektoratin Policor,ligji-per-inspektoratin-policor,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Inspektoratin%20Policor&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Agjencinë e Kosovës për Inteligjencë (AKI),ligji-per-agjencine-e-kosoves-per-inteligjence-aki,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Agjencin%C3%AB%20e%20Kosov%C3%ABs%20p%C3%ABr%20Inteligjenc%C3%AB%20%28AKI%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Forcën e Sigurisë së Kosovës (FSK),ligji-per-forcen-e-sigurise-se-kosoves-fsk,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Forc%C3%ABn%20e%20Siguris%C3%AB%20s%C3%AB%20Kosov%C3%ABs%20%28FSK%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Doganat,ligji-per-doganat,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Doganat&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Inspektoratin e Punës,ligji-per-inspektoratin-e-punes,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Inspektoratin%20e%20Pun%C3%ABs&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Inspektoratin Shëndetësor,ligji-per-inspektoratin-shendetesor,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Inspektoratin%20Sh%C3%ABndet%C3%ABsor&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Notariatin,ligji-per-notariatin,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Notariatin&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Avokaturën,ligji-per-avokaturen,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Avokatur%C3%ABn&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Përmbarues Privatë,ligji-per-permbarues-private,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20P%C3%ABrmbarues%20Privat%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Ndërmjetësim,ligji-per-ndermjetesim,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Nd%C3%ABrmjet%C3%ABsim&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Arbitrazh,ligji-per-arbitrazh,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Arbitrazh&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Ndihmë Juridike Falas,ligji-per-ndihme-juridike-falas,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Ndihm%C3%AB%20Juridike%20Falas&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Diasporën,ligji-per-diasporen,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Diaspor%C3%ABn&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për të Drejtën e Votës së Diasporës,ligji-per-te-drejten-e-votes-se-diaspores,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20t%C3%AB%20Drejt%C3%ABn%20e%20Vot%C3%ABs%20s%C3%AB%20Diaspor%C3%ABs&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Shoqëritë Tregtare,ligji-per-shoqerite-tregtare,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Shoq%C3%ABrit%C3%AB%20Tregtare&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Regjistrimin e Bizneseve,ligji-per-regjistrimin-e-bizneseve,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Regjistrimin%20e%20Bizneseve&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Falimentimin,ligji-per-falimentimin,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Falimentimin&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,"Ligji për Bankat, Institucionet Mikrofinanciare dhe Institucionet Financiare Jobankare",ligji-per-bankat-institucionet-mikrofinanciare-dhe-institucionet-financiare-jobankare,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Bankat%2C%20Institucionet%20Mikrofinanciare%20dhe%20Institucionet%20Financiare%20Jobankare&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Bankën Qendrore të Republikës së Kosovës,ligji-per-banken-qendrore-te-republikes-se-kosoves,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Bank%C3%ABn%20Qendrore%20t%C3%AB%20Republik%C3%ABs%20s%C3%AB%20Kosov%C3%ABs&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,"Ligji për Kontabilitetin, Raportimin Financiar dhe Auditimin",ligji-per-kontabilitetin-raportimin-financiar-dhe-auditimin,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Kontabilitetin%2C%20Raportimin%20Financiar%20dhe%20Auditimin&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Tregjet e Kapitalit,ligji-per-tregjet-e-kapitalit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Tregjet%20e%20Kapitalit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Investimet e Huaja,ligji-per-investimet-e-huaja,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Investimet%20e%20Huaja&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Konkurrencën,ligji-per-konkurrencen,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Konkurrenc%C3%ABn&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Pronësinë Intelektuale,ligji-per-pronesine-intelektuale,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Pron%C3%ABsin%C3%AB%20Intelektuale&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Patentat,ligji-per-patentat,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Patentat&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Markat Tregtare,ligji-per-markat-tregtare,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Markat%20Tregtare&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Dizajnin Industrial,ligji-per-dizajnin-industrial,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Dizajnin%20Industrial&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për të Drejtën e Autorit,ligji-per-te-drejten-e-autorit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20t%C3%AB%20Drejt%C3%ABn%20e%20Autorit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Turizmin,ligji-per-turizmin,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Turizmin&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Veprimtaritë Hoteliere dhe Restoratoria,ligji-per-veprimtarite-hoteliere-dhe-restoratoria,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Veprimtarit%C3%AB%20Hoteliere%20dhe%20Restoratoria&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Promovimin e Investimeve të Huaja,ligji-per-promovimin-e-investimeve-te-huaja,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Promovimin%20e%20Investimeve%20t%C3%AB%20Huaja&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Lojërat e Fatit,ligji-per-lojerat-e-fatit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Loj%C3%ABrat%20e%20Fatit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Statistikat Zyrtare,ligji-per-statistikat-zyrtare,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Statistikat%20Zyrtare&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Ekonominë dhe Biznesin,Ligji për Detyrimet dhe Kontratat,ligji-per-detyrimet-dhe-kontratat,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Detyrimet%20dhe%20Kontratat&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Integrimin në BE,Teksti i plotë i MSA — Marrëveshja e Stabilizim-Asociimit,teksti-i-plote-i-msa-marreveshja-e-stabilizim-asociimit,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Teksti%20i%20plot%C3%AB%20i%20MSA%20%E2%80%94%20Marr%C3%ABveshja%20e%20Stabilizim-Asociimit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Integrimin në BE,Plani Kombëtar për Zbatimin e MSA-së (PKZMSA),plani-kombetar-per-zbatimin-e-msa-se-pkzmsa,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Plani%20Komb%C3%ABtar%20p%C3%ABr%20Zbatimin%20e%20MSA-s%C3%AB%20%28PKZMSA%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Integrimin në BE,Strategjia për Integrim Evropian (versioni i fundit),strategjia-per-integrim-evropian-versioni-i-fundit,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Strategjia%20p%C3%ABr%20Integrim%20Evropian%20%28versioni%20i%20fundit%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Integrimin në BE,Programi Kombëtar për Adoptimin e Acquis (PKAA),programi-kombetar-per-adoptimin-e-acquis-pkaa,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Programi%20Komb%C3%ABtar%20p%C3%ABr%20Adoptimin%20e%20Acquis%20%28PKAA%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Integrimin në BE,Plani i Veprimit për Liberalizimin e Vizave,plani-i-veprimit-per-liberalizimin-e-vizave,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Plani%20i%20Veprimit%20p%C3%ABr%20Liberalizimin%20e%20Vizave&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Integrimin në BE,Plani i Veprimit për Kapitullin 23,plani-i-veprimit-per-kapitullin-23,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Plani%20i%20Veprimit%20p%C3%ABr%20Kapitullin%2023&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Integrimin në BE,Plani i Veprimit për Kapitullin 24,plani-i-veprimit-per-kapitullin-24,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Plani%20i%20Veprimit%20p%C3%ABr%20Kapitullin%2024&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Integrimin në BE,Programet IPA (financim nga BE),programet-ipa-financim-nga-be,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Programet%20IPA%20%28financim%20nga%20BE%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Integrimin në BE,Marrëveshjet sektoriale me BE-në,marreveshjet-sektoriale-me-be-ne,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Marr%C3%ABveshjet%20sektoriale%20me%20BE-n%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Akte Nënligjore,Rregulloret kryesore të Qeverisë,rregulloret-kryesore-te-qeverise,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Rregulloret%20kryesore%20t%C3%AB%20Qeveris%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Akte Nënligjore,Udhëzimet Administrative të ministrive (sipas temës),udhezimet-administrative-te-ministrive-sipas-temes,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Udh%C3%ABzimet%20Administrative%20t%C3%AB%20ministrive%20%28sipas%20tem%C3%ABs%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Akte Nënligjore,Vendimet kryesore të Gjykatës Kushtetuese,vendimet-kryesore-te-gjykates-kushtetuese,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Vendimet%20kryesore%20t%C3%AB%20Gjykat%C3%ABs%20Kushtetuese&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Akte Nënligjore,Praktika gjyqësore e Gjykatës Supreme,praktika-gjyqesore-e-gjykates-supreme,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Praktika%20gjyq%C3%ABsore%20e%20Gjykat%C3%ABs%20Supreme&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Akte Nënligjore,Mendimet e Avokatit të Popullit,mendimet-e-avokatit-te-popullit,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Mendimet%20e%20Avokatit%20t%C3%AB%20Popullit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Akte Nënligjore,Mendimet e Institutit Gjyqësor të Kosovës,mendimet-e-institutit-gjyqesor-te-kosoves,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Mendimet%20e%20Institutit%20Gjyq%C3%ABsor%20t%C3%AB%20Kosov%C3%ABs&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Procesi Legjislativ dhe Edukimi Qytetar,Si funksionon Kuvendi i Kosovës — procesi legjislativ hap pas hapi,si-funksionon-kuvendi-i-kosoves-procesi-legjislativ-hap-pas-hapi,law_report_guide_or_dataset,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Si%20funksionon%20Kuvendi%20i%20Kosov%C3%ABs%20%E2%80%94%20procesi%20legjislativ%20hap%20pas%20hapi&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
